,MCC(cl),MCC(reg.)
78,0.7686775260326831,0.7230243771991545
79,0.8018540749559797,0.7682429351887695
80,0.7719209841329528,0.7518265782200014
81,0.7582374545183226,0.7290727482066206
82,0.7781378334378589,0.6999554892721819
83,0.8182668215588963,0.7755431503068413
84,0.7520977936781128,0.7247370052669526
85,0.7489323110743396,0.6884739722122506
86,0.8545187551696669,0.8058062999918121
87,0.753972103324187,0.7131960999670695
88,0.5893620578227213,0.6426441173416854
89,0.7508597049729167,0.7213564568791787
90,0.509855631727803,0.3817821194376604
91,0.44453962264051705,0.4307074756008656
92,0.4824286775713923,0.50000670242803
93,0.5793449959038771,0.5586362017598494
94,0.5498192007817144,0.4424750440040959
95,0.5459656427754488,0.4860953113104539
96,0.4379351529582153,0.39071431788381017
97,0.5249095464420511,0.4384383486237043
98,0.452047834431085,0.4734118463522939
99,0.5279264926098607,0.4878553069716095
100,0.5796607137679531,0.4426951825746472
101,0.4723442463730286,0.4490844510377669
102,0.4135691291882635,0.3754166304491312
103,0.4872690718228128,0.4190820366467024
104,0.5339399667026091,0.5327904094046069
105,0.5161600747209516,0.4731792578935606
106,0.5781726455217207,0.5614360685968866
107,0.5247761435892256,0.5063888238260952
108,0.6577653700669506,0.6082435430056325
109,0.5086610629544638,0.4781659068613234
110,0.5203954639283259,0.4648216870981789
111,0.5675146969907126,0.5501699413242964
112,0.4605049616276276,0.4255519768622283
113,0.5250254402562763,0.5141261008840378
114,0.5299153513956271,0.4867247990440576
115,0.5991935297678028,0.5874571310847012
116,0.5176925653869204,0.4654910638426926
117,0.4702476444429825,0.4614780268888865
118,0.6317712922115124,0.5705211627467459
119,0.5074059048370978,0.4692673415436955
120,0.6350086760627138,0.3968023784956768
121,0.5571924708697026,0.5293241368099749
122,0.603463644944316,0.2639635837208021
123,0.5254350742036907,0.4232532753030409
124,0.5783005050288383,0.35902112249833634
125,0.5813133805048156,0.5097120016943204
126,0.596090237871969,0.4154879767608621
127,0.5235563998281872,0.44823978246794427
128,0.6567672978933174,0.4626239731680409
129,0.6058771598384747,0.5081749287811809
130,0.5571924708697026,0.40794674645954204
131,0.609148555475963,0.4873464074346615
132,0.6347928135483639,0.4090227403207656
133,0.4420640136561526,0.1943765650737112
134,0.4667089054816605,0.3127879057611801
135,0.5454660455345681,0.5486081240616181
136,0.474864399931892,0.3465956621029663
137,0.5650320290095081,0.41559346254681184
138,0.5971484496103001,0.4106183665853135
139,0.4713266425924214,0.4196677252902735
140,0.5013229560090117,0.4571232377152629
141,0.6280696294686654,0.5159486078071094
142,0.6228119100845321,0.4524812415705112
143,0.501275962099443,0.3839158346807562
144,0.5385122163425334,0.4761322989603359
145,0.596090237871969,0.461791683087094
146,0.4725919959210692,0.2684951824717209
147,0.616187180323075,0.4359392616702945
148,0.6316686236224496,0.4486813296385357
149,0.5679166061865227,0.3465956621029663
